INSTNM,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10
Judson University,56313.0,10400,37531.0,79120.0,86400
Kankakee Community College,38767.0,4400,19449.0,60558.0,59200
Kaskaskia College,38801.0,4800,20913.0,58748.0,53400
Kishwaukee College,39657.0,6000,19994.0,62890.0,65100
Knox College,54820.0,11500,35617.0,80037.0,87000
Educators of Beauty College of Cosmetology-Peru,21949.0,PS,9470.0,29847.0,PS
College of Lake County,43424.0,6300,25444.0,65365.0,70000
Lake Forest College,61825.0,14300,41213.0,88777.0,99500
Lake Land College,38877.0,5400,22537.0,56570.0,61300
Lakeview College of Nursing,84522.0,PS,60508.0,111009.0,PS
Lewis and Clark Community College,37724.0,3800,20679.0,59989.0,57800
Lewis University,66099.0,12300,44698.0,91311.0,91900
Lincoln Christian University,43038.0,6400,25614.0,66012.0,60700
Lincoln Land Community College,38479.0,6600,22363.0,56033.0,61200
Lincoln College of Technology-Melrose Park,38683.0,9900,19113.0,59147.0,72200
Loyola University Chicago,71530.0,15900,49691.0,99274.0,96900
Trinity College of Nursing & Health Sciences,58743.0,PS,40887.0,80204.0,PS
Steven Papageorge Hair Academy,29592.0,PS,13573.0,53147.0,PS
Generations College,34706.0,4800,15080.0,59507.0,54300
McHenry County College,45143.0,5500,27448.0,65865.0,62600
McKendree University,58572.0,12200,39892.0,83018.0,77100
Methodist College,69800.0,PS,46643.0,89313.0,PS
Millikin University,51262.0,15000,33474.0,72474.0,81900
Monmouth College,51110.0,13900,33309.0,69258.0,74900
Moraine Valley Community College,43892.0,6700,22728.0,67636.0,71900
Morrison Institute of Technology,63571.0,13900,48142.0,77529.0,70700
Morton College,42406.0,7000,24204.0,63245.0,67100
National Louis University,45799.0,9600,26351.0,68973.0,101300
National University of Health Sciences,58723.0,6800,25044.0,80105.0,95900
Cosmetology Concepts Niles,20303.0,PS,11124.0,38049.0,PS
North Central College,60123.0,13000,41286.0,83972.0,82200
North Park University,59572.0,9600,37927.0,81814.0,79000
Northern Illinois University,57808.0,13000,37890.0,83290.0,82800
Northwestern University,89363.0,16800,61037.0,139122.0,173600
Northeastern Illinois University,52234.0,8000,32480.0,75431.0,72000
Oakton College,47852.0,8800,24249.0,73719.0,83500
Oehrlein School of Cosmetology,18890.0,PS,9594.0,33592.0,PS
Olivet Nazarene University,53213.0,9600,34206.0,80621.0,73500
Parkland College,38320.0,5800,19002.0,59450.0,65500
Prairie State College,36696.0,5000,17424.0,56976.0,61500
Quincy University,50369.0,11700,34763.0,67726.0,73200
Rend Lake College,35775.0,3900,18022.0,54603.0,60900
Richland Community College,38793.0,4300,19393.0,57739.0,56100
Rock Valley College,39158.0,6100,21986.0,59068.0,65000
Rockford University,54794.0,9900,37948.0,75592.0,70900
Roosevelt University,48712.0,10400,27597.0,71216.0,83000
Dominican University,60327.0,12000,39029.0,81636.0,78800
Rush University,75194.0,33600,51402.0,104359.0,242500
Saint Francis Medical Center College of Nursing,72850.0,PS,52913.0,96255.0,PS
University of St Francis,63926.0,12500,45128.0,90346.0,85300
St. John's College-Department of Nursing,86331.0,PS,69989.0,110781.0,PS
Saint Xavier University,58656.0,13100,39439.0,84749.0,81800
University of Illinois Springfield,57103.0,12600,38573.0,81440.0,75100
Sauk Valley Community College,40458.0,5900,22463.0,61389.0,59300
Shawnee Community College,32999.0,4900,17040.0,50199.0,53700
St. Augustine College,35723.0,7000,18254.0,48812.0,47600
Southeastern Illinois College,33763.0,5200,16546.0,50143.0,63100
National Latino Education Institute,37120.0,PS,19862.0,47239.0,PS
Spoon River College,38386.0,6300,20734.0,57440.0,55300
Saint Anthony College of Nursing,77709.0,PS,55822.0,98232.0,PS
Educators of Beauty College of Cosmetology-Sterling,21463.0,1800,11218.0,36403.0,39400
Southern Illinois University-Carbondale,53390.0,10800,34030.0,77347.0,83600
Southern Illinois University Edwardsville,56346.0,11300,37805.0,82428.0,80100
Taylor Business Institute,25559.0,4600,11744.0,41050.0,42600
South Suburban College,33680.0,5400,16097.0,52877.0,64500
Trinity Christian College,55700.0,11300,37795.0,75406.0,73700
Trinity International University-Illinois,46989.0,8800,29118.0,68518.0,76100
Triton College,41728.0,7200,21791.0,62463.0,71000
University of Spa & Cosmetology Arts,27084.0,2700,13364.0,41821.0,39800
VanderCook College of Music,47863.0,PS,30624.0,64978.0,PS
Waubonsee Community College,44788.0,5600,25469.0,67992.0,62000
Western Illinois University,54163.0,13400,37122.0,76551.0,77400
Wheaton College,63756.0,7700,38482.0,91183.0,101000
William Rainey Harper College,48071.0,6800,25536.0,73829.0,75200
Anderson University,48899.0,10100,30753.0,72582.0,71900
Ball State University,51833.0,12500,36578.0,72407.0,69300
Bethel University,48860.0,8500,29348.0,72745.0,70900
Butler University,77235.0,19500,50535.0,124552.0,122100
Calumet College of Saint Joseph,46945.0,6900,22559.0,70968.0,91800
College of Court Reporting Inc,43927.0,PS,27253.0,59109.0,PS
Tricoci University of Beauty Culture-Highland,22374.0,PS,10343.0,38552.0,PS
DePauw University,70527.0,16700,47395.0,104082.0,102600
Don Roberts School of Hair Design,19976.0,PS,11311.0,35518.0,PS
Earlham College,50797.0,9800,29949.0,74089.0,71700
University of Evansville,53770.0,12000,35569.0,81201.0,78600
Franklin College,55376.0,16600,41613.0,75979.0,75000
Goshen College,51943.0,8000,34174.0,78266.0,72200
Grace College and Theological Seminary,45411.0,6400,30731.0,64018.0,68200
Hanover College,53957.0,16500,39840.0,72874.0,78000
J Michael Harrold Beauty Academy,26999.0,PS,10729.0,41437.0,PS
Holy Cross College,50416.0,10700,29455.0,72234.0,85000
PJ's College of Cosmetology-Clarksville,22402.0,PS,11471.0,35886.0,PS
Huntington University,46672.0,9400,30290.0,68756.0,65800
Ivy Tech Community College,37186.0,5700,18879.0,55544.0,58200
Purdue University Fort Wayne,45872.0,9200,28749.0,65825.0,70200
Indiana University-Indianapolis,55198.0,9600,36193.0,78569.0,77500
University of Indianapolis,53610.0,13200,35018.0,75851.0,75400
Indiana Institute of Technology,47327.0,9600,28223.0,70604.0,82000
University of Southern Indiana,47605.0,10500,32217.0,68038.0,66200
Indiana State University,48387.0,9800,32998.0,69512.0,67400
Indiana University-Kokomo,49917.0,7800,31897.0,71848.0,65000
Indiana University-South Bend,44947.0,8000,28497.0,64093.0,61300
Indiana University-Bloomington,63742.0,14000,41928.0,95667.0,94200
Indiana University-Northwest,43361.0,10400,22336.0,65135.0,70400
Indiana University-Southeast,47596.0,7600,31303.0,66990.0,64700
Indiana University-East,47156.0,5800,28677.0,68202.0,61200
International Business College-Indianapolis,38146.0,6000,24798.0,49370.0,46200
Lincoln College of Technology-Indianapolis,46396.0,6300,25586.0,66729.0,57900
Manchester University,51504.0,12900,36585.0,71309.0,67400
Marian University,58759.0,11000,39146.0,84617.0,73700
Indiana Wesleyan University-Marion,59986.0,12300,38195.0,88091.0,93300
Martin University,22544.0,4900,10062.0,39790.0,49700
Mid-America College of Funeral Service,44505.0,PS,23991.0,67830.0,PS
University of Notre Dame,99980.0,26000,67690.0,141307.0,154400
Oakland City University,43283.0,6900,25495.0,60601.0,72900
PJ's College of Cosmetology-Richmond,24039.0,PS,10374.0,30459.0,PS
Ravenscroft Beauty College,23187.0,3700,10893.0,37575.0,38300
Rogers Academy of Hair Design,22590.0,PS,10145.0,36106.0,PS
Rose-Hulman Institute of Technology,101253.0,31300,80529.0,124107.0,116000
University of Saint Francis-Fort Wayne,55362.0,10900,38198.0,77897.0,76600
Saint Mary-of-the-Woods College,43845.0,7000,28158.0,57132.0,54200
Saint Mary's College,59354.0,13400,42254.0,82518.0,85200
Saint Elizabeth School of Nursing,65230.0,PS,46541.0,90189.0,PS
Taylor University,52198.0,6200,36142.0,72651.0,80800
Trine University,57165.0,11400,38069.0,82880.0,79800
Valparaiso University,63191.0,17000,42013.0,89612.0,88700
Vincennes Beauty College,20064.0,PS,7937.0,37038.0,PS
Vincennes University,41110.0,7800,23034.0,59999.0,66000
Wabash College,69952.0,19300,43277.0,97893.0,101800
Allen College,71261.0,16600,47892.0,98634.0,79700
Briar Cliff University,54475.0,15100,37025.0,74880.0,74200
Buena Vista University,49156.0,11200,33767.0,64964.0,65900
Capri College-Dubuque,28266.0,5200,15198.0,39374.0,38500
Capri College-Cedar Rapids,29307.0,3600,14757.0,47106.0,42100
Central College,54317.0,11700,38298.0,71084.0,77700
Clarke University,55396.0,15200,41376.0,75443.0,75300
Coe College,57125.0,16600,40127.0,80381.0,72700
Cornell College,53460.0,12300,36797.0,75013.0,77200
Des Moines Area Community College,41018.0,8300,21828.0,60028.0,63200
Dordt University,52559.0,7500,36110.0,72670.0,74500
Drake University,71901.0,20100,47785.0,110436.0,130200
University of Dubuque,51190.0,10000,36142.0,72876.0,65100
Ellsworth Community College,40562.0,5000,23291.0,58572.0,60600
Emmaus Bible College,42631.0,PS,23874.0,60207.0,PS
Eastern Iowa Community College District,39060.0,5700,20277.0,58998.0,62300
Faith Baptist Bible College and Theological Seminary,40650.0,2500,17198.0,59192.0,60400
Graceland University-Lamoni,47361.0,12100,31336.0,72886.0,67100
Grand View University,52824.0,9500,37007.0,72589.0,66000
Grinnell College,62830.0,12300,38836.0,90289.0,96600
Orion Technical College,37008.0,6300,21217.0,59239.0,73600
Hawkeye Community College,42849.0,8500,26051.0,61050.0,66200
Indian Hills Community College,40507.0,6100,22194.0,58915.0,60100
Iowa Central Community College,42046.0,7400,24936.0,59799.0,59800
Iowa Lakes Community College,43108.0,7200,26631.0,61799.0,57200
Iowa School of Beauty-Des Moines,25803.0,PS,13080.0,43302.0,PS
Iowa State University,63386.0,17800,43544.0,90188.0,90100
Iowa Western Community College,42793.0,7800,25532.0,61019.0,61200
University of Iowa,64762.0,17300,44345.0,93325.0,101700
Kirkwood Community College,41016.0,8100,22310.0,59805.0,62800
La James International College-Cedar Falls,25575.0,PS,9595.0,41322.0,PS
La James International College-Johnston,27401.0,2900,12493.0,45375.0,47100
La James College of Hairstyling and Cosmetology,27484.0,2600,12813.0,38953.0,36900
La James International College-Ft Dodge,26679.0,PS,13682.0,41626.0,PS
Loras College,58289.0,17400,43268.0,82689.0,81900
Luther College,59850.0,14200,42196.0,82716.0,80200
Maharishi International University,27981.0,PS,11123.0,56573.0,PS
Marshalltown Community College,41010.0,6500,23459.0,57594.0,57000
Mercy College of Health Sciences,62234.0,8700,42673.0,82563.0,77300
Morningside University,55494.0,13300,38502.0,76503.0,61600
Mount Mercy University,60787.0,17000,44476.0,83487.0,75000
Ashford University,35404.0,10200,17745.0,55420.0,66400
North Iowa Area Community College,43462.0,7700,26244.0,59290.0,59000
University of Northern Iowa,55177.0,17600,40595.0,72594.0,74100
Northwestern College,49802.0,10800,35860.0,69611.0,65900
Northeast Iowa Community College,41306.0,8300,24896.0,58281.0,58700
Northwest Iowa Community College,50776.0,11400,32871.0,74189.0,74600
Palmer College of Chiropractic,59483.0,8600,40256.0,76303.0,100200
PCI Academy-Ames,31330.0,PS,13811.0,45408.0,PS
Saint Ambrose University,59531.0,16400,40633.0,80745.0,82000
St Luke's College,61033.0,PS,40803.0,77622.0,PS
La James International College-Davenport,23303.0,PS,10495.0,36027.0,PS
Simpson College,59274.0,17700,42841.0,81432.0,79500
Southeastern Community College,36882.0,5000,19031.0,55291.0,54900
Southwestern Community College,40129.0,6200,24224.0,56339.0,58000
Capri College-Davenport,26932.0,4700,11515.0,40000.0,41500
Iowa School of Beauty-Sioux City,26654.0,PS,11878.0,46074.0,PS
SOHO Hair Academy,17349.0,PS,13112.0,34819.0,PS
Upper Iowa University,52766.0,10500,34231.0,73435.0,74800
Waldorf University,51165.0,13000,31771.0,79077.0,66000
Wartburg College,56201.0,15500,41047.0,77239.0,80900
The Salon Professional Academy-Cedar Falls,20955.0,PS,9336.0,33657.0,PS
Western Iowa Tech Community College,40473.0,7400,25850.0,58572.0,56700
William Penn University,48936.0,10700,29672.0,69661.0,76800
Allen County Community College,40059.0,5600,23783.0,56303.0,59500
Baker University,63855.0,15000,42665.0,90310.0,89300
Barton County Community College,40428.0,5400,22405.0,59776.0,66000
Benedictine College,53175.0,10100,34898.0,74536.0,73100
Bethany College,49694.0,10800,32608.0,65722.0,77900
Bethel College-North Newton,49898.0,12700,33144.0,70949.0,62200
Butler Community College,41206.0,6900,24164.0,60347.0,63500
Central Christian College of Kansas,44468.0,6000,25841.0,67221.0,61600
Cloud County Community College,39883.0,6900,23817.0,59067.0,56100
Coffeyville Community College,35246.0,5100,19276.0,53374.0,64800
Colby Community College,41889.0,8600,25672.0,58805.0,64200
Cowley County Community College,37723.0,5600,20410.0,56548.0,62500
Dodge City Community College,45427.0,8000,25500.0,66776.0,60800
Donnelly College,35715.0,5300,19274.0,52112.0,46900
Emporia State University,47601.0,10100,32486.0,63000.0,64500
Flint Hills Technical College,47007.0,2500,29352.0,66690.0,61300
Fort Hays State University,48928.0,11600,32233.0,68294.0,69000
Barclay College,36355.0,PS,24174.0,52119.0,PS
Friends University,52113.0,12300,34181.0,78208.0,85900
Fort Scott Community College,37213.0,4400,18143.0,57831.0,57800
Garden City Community College,41704.0,8200,24292.0,59874.0,62000
Haskell Indian Nations University,37043.0,3500,19832.0,51759.0,54400
Hays Academy of Hair Design,23712.0,PS,13159.0,35577.0,PS
Hesston College,47495.0,9100,30239.0,66197.0,67500
Highland Community College,41291.0,6700,23970.0,60908.0,64700
Hutchinson Community College,43470.0,7900,26365.0,62234.0,60600
Independence Community College,34941.0,5700,17730.0,51048.0,57400
Johnson County Community College,45387.0,7700,26049.0,66262.0,70500
Concorde Career College-Kansas City,35242.0,4200,19813.0,50192.0,41800
Kansas City Kansas Community College,40795.0,5600,22336.0,60274.0,61500
University of Kansas,61945.0,13700,40390.0,88093.0,91600
Newman University,55041.0,9300,36017.0,73763.0,76100
Kansas State University,57262.0,13200,38852.0,82952.0,85600
Kansas Wesleyan University,51152.0,9900,34126.0,77736.0,63200
Washburn Institute of Technology,49774.0,10300,32138.0,69324.0,70200
Labette Community College,37818.0,6100,22999.0,55398.0,59800
Manhattan Area Technical College,51864.0,9300,32955.0,73011.0,70600
Manhattan Christian College,48860.0,4400,31461.0,62911.0,73100
McPherson College,52084.0,7300,34701.0,71211.0,67500
MidAmerica Nazarene University,62972.0,10100,38927.0,90384.0,85600
Neosho County Community College,45966.0,6000,27024.0,65668.0,60500
Fort Hays Tech North Central,46928.0,11700,31332.0,65352.0,68800
Fort Hays State University-Northwest Kansas Technical College,38616.0,11200,23205.0,60460.0,71200
Ottawa University-Ottawa,55552.0,11200,35894.0,79726.0,78100
Ottawa University-Kansas City,55552.0,11200,35894.0,79726.0,78100
Pittsburg State University,50579.0,12800,34185.0,71917.0,74800
Pratt Community College,51892.0,7100,31424.0,79952.0,67900
University of Saint Mary,59483.0,15300,38980.0,85139.0,71200
Salina Area Technical College,42175.0,7000,28341.0,57804.0,57100
Seward County Community College,41445.0,6400,25070.0,59123.0,64100
Southwestern College,55646.0,14500,38550.0,81142.0,88100
Sterling College,45846.0,4800,29191.0,64510.0,63200
Tabor College,54058.0,9500,33453.0,76326.0,72700
Washburn University,49774.0,10300,32138.0,69324.0,70200
Wichita State University-Campus of Applied Sciences and Technology,38679.0,3600,19430.0,60710.0,58600
Wichita State University,51532.0,9700,33001.0,72524.0,78100
Wichita Technical Institute,34101.0,5800,17877.0,50411.0,70600
Alice Lloyd College,40573.0,7200,26009.0,56879.0,76400
Asbury University,42368.0,6100,26611.0,60619.0,64900
Ashland Community and Technical College,34504.0,3300,16193.0,55750.0,55800
Bellarmine University,62069.0,16500,42145.0,86137.0,84000
Berea College,43150.0,10400,26672.0,63165.0,65000
PJ's College of Cosmetology-Bowling Green,20392.0,2900,8563.0,37477.0,37700
Southcentral Kentucky Community and Technical College,34242.0,5700,16113.0,53331.0,56300
Brescia University,45500.0,12200,30932.0,61499.0,65700
Campbellsville University,41583.0,9300,25458.0,58771.0,60800
Bluegrass Community and Technical College,36343.0,4000,18236.0,55372.0,52000
Centre College,66240.0,18000,45965.0,98933.0,94000
Clear Creek Baptist Bible College,41623.0,PS,26378.0,67737.0,PS
Paul Mitchell the School-Lexington,23207.0,PS,9300.0,37444.0,PS
Galen College of Nursing-Louisville,61480.0,7200,39823.0,83347.0,62800
University of the Cumberlands,45036.0,8000,28579.0,63134.0,64200
Eastern Kentucky University,45795.0,8200,29173.0,66400.0,64500
Elizabethtown Community and Technical College,36143.0,5500,18734.0,54609.0,58400
Georgetown College,52074.0,14400,35634.0,77834.0,79900
PJ's College of Cosmetology-Glasgow,18537.0,PS,7793.0,32672.0,PS
Hazard Community and Technical College,29868.0,4000,14924.0,49067.0,54400
Paul Mitchell the School-Louisville,28449.0,PS,10509.0,45310.0,PS
Henderson Community College,35714.0,3400,20328.0,51119.0,56000
Hopkinsville Community College,36323.0,6000,19756.0,54276.0,58700
Jefferson Community and Technical College,38171.0,6000,19055.0,56456.0,53900
Summit Salon Academy-Lexington,24148.0,PS,11403.0,39362.0,PS
American National University-Pikeville,28188.0,2600,13416.0,42480.0,43700
Kentucky Mountain Bible College,21256.0,PS,10649.0,40370.0,PS
Kentucky State University,36382.0,4100,18939.0,51649.0,55200
Kentucky Wesleyan College,46747.0,12000,32704.0,66119.0,72900
University of Kentucky,59025.0,12600,38233.0,86281.0,86400
Kentucky Christian University,42375.0,6300,28315.0,63027.0,57300
Lindsey Wilson College,41129.0,7600,24160.0,55997.0,53900
University of Louisville,53899.0,10200,36512.0,79132.0,76600
Madisonville Community College,35733.0,5000,18925.0,56327.0,58100
Maysville Community and Technical College,32194.0,5000,15627.0,50246.0,50700
Midway University,44246.0,10300,29241.0,65285.0,66400
Morehead State University,43197.0,6700,27519.0,63693.0,62900
Murray State University,44737.0,9100,30046.0,66231.0,71900
Gateway Community and Technical College,36147.0,3200,16749.0,55386.0,51500
Northern Kentucky University,50220.0,8800,34271.0,71430.0,67600
West Kentucky Community and Technical College,34891.0,4700,18094.0,52276.0,62300
University of Pikeville,48231.0,8300,32010.0,70429.0,65800
Big Sandy Community and Technical College,32954.0,2800,16634.0,52074.0,55000
Empire Beauty School-Chenoweth,23921.0,3000,10818.0,39242.0,41500
Empire Beauty School-Elizabethtown,24022.0,3400,10614.0,40849.0,50500
Empire Beauty School-Dixie,24397.0,5300,11012.0,39125.0,46100
Empire Beauty School-Florence,23925.0,2800,10394.0,40316.0,34700
Somerset Community College,30787.0,5800,15419.0,46950.0,52900
Southeast Kentucky Community & Technical College,29482.0,4000,13774.0,46993.0,53900
Spalding University,49438.0,12300,32269.0,75339.0,75800
Sullivan University,38008.0,6400,19868.0,57015.0,64200
Thomas More University,59384.0,12500,40106.0,82627.0,97100
Transylvania University,54705.0,11300,35279.0,82391.0,79200
Union Commonwealth University,42002.0,6000,27509.0,59113.0,55200
Western Kentucky University,43889.0,8300,27981.0,62583.0,66800
Ayers Career College,29935.0,7200,17569.0,43531.0,50900
Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,75071.0,PS,61826.0,96031.0,PS
Bossier Parish Community College,34502.0,6300,18400.0,53430.0,64300
Centenary College of Louisiana,50330.0,9600,32109.0,69045.0,87000
Cloyd's Beauty School 1 Inc,18603.0,PS,8692.0,30435.0,PS
Crescent City Bartending School,22407.0,3300,11250.0,39581.0,49900
Delgado Community College,33305.0,6600,16005.0,53009.0,63300
Denham Springs Beauty School,18298.0,PS,10097.0,37700.0,PS
Dillard University,39196.0,8300,19843.0,60794.0,69300
Nunez Community College,35343.0,4500,17328.0,56708.0,57300
Grambling State University,41109.0,6300,21673.0,59505.0,62200
Belbo Beauty Institute,16792.0,PS,7416.0,35494.0,PS
ITI Technical College,68342.0,6600,34977.0,118798.0,106600
John Jay Beauty College,17985.0,PS,9384.0,31930.0,PS
Louisiana State University Health Sciences Center-New Orleans,78495.0,25400,57168.0,107549.0,117200
Louisiana State University-Alexandria,42205.0,6500,25873.0,59050.0,64400
Louisiana State University and Agricultural & Mechanical College,61251.0,14400,39003.0,90619.0,96600
Louisiana State University-Eunice,36498.0,8200,21465.0,54399.0,71000
Louisiana State University-Shreveport,47477.0,9400,30632.0,67472.0,74100
Aveda Arts & Sciences Institute-Baton Rouge,25903.0,PS,11243.0,36901.0,PS
Aveda Arts & Sciences Institute-Lafayette,23904.0,PS,9147.0,39256.0,PS
Louisiana Academy of Beauty,16539.0,PS,8413.0,29195.0,PS
Louisiana Christian University,51700.0,14000,32404.0,71453.0,77600
Louisiana Tech University,52279.0,11700,32547.0,79643.0,87400
Loyola University New Orleans,52927.0,12500,29186.0,75942.0,85100
McNeese State University,46453.0,9700,26345.0,71043.0,83300
University of New Orleans,47872.0,9500,27393.0,72915.0,77600
Nicholls State University,45454.0,9200,27918.0,65192.0,74500
University of Louisiana at Monroe,46769.0,9000,29939.0,68912.0,90500
Northwestern State University of Louisiana,47021.0,8100,29131.0,67829.0,72900
University of Holy Cross,49316.0,12400,32571.0,72373.0,69800
Franciscan Missionaries of Our Lady University,59419.0,11900,39310.0,86054.0,79100
Pat Goins Beauty Schools formerly Paul Mitchell the School-Shreveport,20239.0,PS,15019.0,35377.0,PS
Celebrity Stylist Beauty School,22002.0,PS,12409.0,42799.0,PS
Pineville Beauty School,19411.0,PS,10039.0,34873.0,PS
Aveda Arts & Sciences Institute-Covington,30334.0,3700,13600.0,49268.0,51600
LaSalle Tech,20975.0,PS,12078.0,34140.0,PS
Fletcher Technical Community College,32189.0,PS,16948.0,49559.0,PS
Remington College-Lafayette Campus,31349.0,5600,16051.0,44946.0,56900
SOWELA Technical Community College,32303.0,4400,15501.0,54766.0,77400
Stevensons Academy of Hair Design,23853.0,4900,14265.0,40444.0,35600
Southeastern Louisiana University,46482.0,8400,29383.0,68123.0,70200
Southern University and A & M College,43371.0,9400,24178.0,63976.0,66900
Southern University at New Orleans,34042.0,6000,16298.0,51450.0,56200
Southern University at Shreveport,33099.0,5900,17483.0,51818.0,52900
University of Louisiana at Lafayette,47089.0,10600,29444.0,69312.0,80000
Tulane University of Louisiana,63268.0,13700,35855.0,94584.0,126000
Xavier University of Louisiana,52184.0,13300,32235.0,91378.0,127300
College of the Atlantic,40264.0,PS,27366.0,65816.0,PS
Bates College,69498.0,17500,50952.0,104523.0,114000
Beal University,35639.0,6800,18492.0,52500.0,48500
Bowdoin College,82735.0,15300,50534.0,126498.0,135100
Central Maine Community College,42448.0,8100,26707.0,60852.0,60900
Colby College,80490.0,15400,58383.0,134924.0,111700
Eastern Maine Community College,41704.0,7400,25840.0,65503.0,66100
Kennebec Valley Community College,36035.0,6100,21549.0,54062.0,66400
University of Maine at Augusta,40342.0,5900,24632.0,59426.0,53500
University of Maine at Farmington,44433.0,10400,27409.0,59145.0,55900
University of Maine,48653.0,13500,33048.0,75674.0,78400
Maine Maritime Academy,89964.0,22900,57712.0,124580.0,151100
University of Maine at Presque Isle,40956.0,5500,27152.0,65875.0,52400
University of New England,55921.0,14200,40794.0,83771.0,79300
Northern Maine Community College,43348.0,5700,24065.0,54954.0,60000
Empire Beauty School-Maine,23925.0,2800,10394.0,40316.0,34700
Maine College of Art & Design,40778.0,4300,24199.0,55585.0,45100
Saint Joseph's College of Maine,59045.0,14800,37291.0,96691.0,67000
Spa Tech Institute-Westbrook,27803.0,5300,13940.0,46812.0,50900
Southern Maine Community College,41661.0,8200,21198.0,59974.0,66600
University of Southern Maine,49958.0,11100,29640.0,79076.0,70100
Thomas College,44991.0,12300,30577.0,53883.0,67200
Unity Environmental University,37852.0,11100,24175.0,53204.0,61200
Washington County Community College,34407.0,7100,20455.0,47980.0,55500
Allegany College of Maryland,38476.0,7700,22152.0,58595.0,62900
Anne Arundel Community College,46219.0,8600,24064.0,71274.0,79200
Award Beauty School,18172.0,PS,7428.0,34353.0,PS
Baltimore Studio of Hair Design,20080.0,3800,9635.0,34822.0,35100
Baltimore City Community College,36025.0,6600,17349.0,53239.0,58400
University of Baltimore,61335.0,14600,40267.0,90667.0,104700
Bowie State University,54537.0,11800,32913.0,78678.0,92900
Capitol Technology University,85035.0,12600,41086.0,120194.0,103800
Cecil College,43952.0,6200,24774.0,66812.0,67900
College of Southern Maryland,44435.0,8000,23525.0,70743.0,80300
Chesapeake College,36301.0,4700,19100.0,56196.0,59300
Washington Adventist University,64249.0,11100,41754.0,94418.0,98700
Coppin State University,46490.0,9700,25684.0,70148.0,69100
Del-Mar-Va Beauty Academy,25426.0,PS,13470.0,39618.0,PS
North American Trade Schools,39756.0,4800,18695.0,62589.0,68400
Frederick Community College,46449.0,5800,26189.0,70468.0,73900
Frostburg State University,55493.0,14000,37071.0,77104.0,79700
Garrett College,35823.0,5600,18551.0,55658.0,64000
Goucher College,53023.0,14100,31717.0,75128.0,86200
Hagerstown Community College,41615.0,5100,23217.0,60641.0,68200
Harford Community College,44608.0,6000,24777.0,68409.0,69400
Hood College,57089.0,11600,33533.0,79463.0,80500
Howard Community College,49020.0,7000,25196.0,77530.0,80100
Aveda Institute-Maryland,21250.0,PS,11527.0,33209.0,PS
Johns Hopkins University,87555.0,23400,64509.0,135223.0,148600
Lincoln College of Technology-Columbia,38683.0,9900,19113.0,59147.0,72200
Loyola University Maryland,82652.0,24400,57714.0,113065.0,123600
University of Maryland Global Campus,65287.0,11900,38516.0,97764.0,102200
University of Maryland Baltimore,88174.0,35900,58693.0,118170.0,158600
University of Maryland-Baltimore County,69960.0,17700,45352.0,100927.0,98700
University of Maryland-College Park,82860.0,19100,56860.0,115984.0,111500
Maryland Institute College of Art,45212.0,6600,21148.0,68654.0,69800
University of Maryland Eastern Shore,47697.0,8000,28118.0,69685.0,74400
Fortis Institute-Towson,36368.0,6400,19282.0,51976.0,48600
Montgomery Beauty School,18726.0,4300,9246.0,40165.0,41200
Montgomery College,50159.0,8700,26375.0,77215.0,82300
Morgan State University,50698.0,10100,27900.0,75737.0,77600
Mount St. Mary's University,64072.0,15300,45644.0,92305.0,95600
Hair Academy,20953.0,2300,9290.0,41846.0,47500
Notre Dame of Maryland University,65344.0,12800,45601.0,97657.0,90100
Prince George's Community College,47548.0,8700,25064.0,74457.0,82300
Maryland Beauty Academy of Essex,20445.0,PS,10080.0,35277.0,PS
Salisbury University,61515.0,16000,40522.0,86247.0,83300
St. Mary's College of Maryland,60110.0,13700,43526.0,83103.0,92300
St. John's College,51584.0,4800,27968.0,69532.0,84500
Towson University,64390.0,15100,43971.0,88498.0,88700
Stevenson University,62079.0,17500,39840.0,86344.0,91100
Washington College,65518.0,13500,47119.0,93980.0,92000
McDaniel College,60663.0,16200,40571.0,81977.0,84700
Wor-Wic Community College,36748.0,6500,21348.0,55114.0,60400
American International College,53124.0,10000,29972.0,78679.0,84700
Amherst College,77644.0,18200,60184.0,153382.0,172500
Anna Maria College,46651.0,13000,27952.0,86559.0,76900
Assumption University,74895.0,20000,48203.0,105117.0,89400
Babson College,123938.0,36700,80814.0,175333.0,186700
Bay Path University,55383.0,10100,37023.0,80430.0,78600
Bentley University,120959.0,30100,90680.0,160802.0,130700
Berklee College of Music,33647.0,6000,12235.0,61842.0,70900
Berkshire Community College,38832.0,5600,13684.0,62484.0,65200
Boston Architectural College,62123.0,10300,31511.0,81714.0,79300
Boston College,103937.0,24200,68220.0,161815.0,160300
Boston University,83238.0,19500,56723.0,122012.0,119600
Brandeis University,77231.0,17900,51787.0,116723.0,121300
Bridgewater State University,57466.0,11800,32347.0,78949.0,71100
Bristol Community College,38663.0,5300,21287.0,59563.0,60400
Signature Healthcare Brockton Hospital School of Nursing,88084.0,20200,54246.0,99743.0,93500
Bunker Hill Community College,47618.0,5200,23320.0,74837.0,67600
Cambridge College,45998.0,7700,28280.0,62727.0,69100
Cape Cod Community College,43670.0,4400,23811.0,63744.0,67900
